Temperature,Ws,RH,Rain,FFMC,DMC,ISI,Temperature Ws,Temperature RH,Ws RH,Ws FFMC,RH FFMC,Rain DMC,Rain DC,Rain ISI,Rain BUI
30.93976999,21.73094514,64.99096047,0.787962429,84.41858315,8.85510407,-0.868229658,672.3504442969083,2010.8053683709823,1412.3149965694786,1834.4955992291784,5486.444800435059,6.977489312044986,10.913644925272836,-0.6841323502475193,4.251700952353091
15.88406296,13.97072784,69.20310177,0.788720645,36.4088059,-2.109698885,-1.163556735,221.91192060758482,1099.2264255419675,966.8177005124924,508.6575182082862,2519.6023000218765,-1.6639630653329809,-8.374816543945801,-0.9177212185232941,2.9341466062745267
18.8561596,16.23359436,93.65161626,-0.332581961,103.5005427,13.57209826,4.085818962,306.10324613381994,1765.9098229965152,1520.3023495232203,1680.1858262316593,9692.993107642144,-4.5138350541954875,-9.244730699702771,-1.3588696826729445,-3.057472668299382
34.86584294,7.909538565,56.0274006,1.9109612,92.07450991,2.783330234,0.491705396,275.772729335163,1953.4425496560618,443.15088574240417,728.2668869866197,5158.69545177624,5.318836083960921,55.80800616652462,0.9396299335866353,6.754240268597688
24.65162068,14.40917843,80.35272771,1.35868183,31.38078755,-0.561071406,2.784548424,355.20960096679795,1980.824964110245,1157.8167909105953,452.1713670818726,2521.531877330508,-0.7623175246647531,35.69896140529149,3.7833153484439364,12.904940876837074
39.63625418,16.7081379,57.86852937,1.789244075,55.80136643,-3.509660736,0.776901326,662.2480006788915,2293.6917391321153,966.8753687841601,932.3369253208707,3229.143012140587,-6.279639677148139,49.35633237707053,1.3900660944051433,12.146924099234365
25.98888968,19.23242265,63.63223418,-0.233948908,58.40389503,6.778153615,2.727478789,499.8293105299833,1653.731114195945,1223.8020219135362,1123.2483936231945,3716.370325573098,-1.5857416364855024,-3.470917991893314,-0.6380906842797125,0.12124403256659869
41.89940855,11.62633172,51.73179099,-0.193114332,103.874498,9.484809657,2.146721298,487.13642267410415,2167.531445713219,601.4509625194472,1207.6793709964766,5373.613819727173,-1.831652681058704,-1.850899350084524,-0.41456264945344296,-1.0125910844489188
16.29127459,16.08105185,88.95558906,0.269983432,73.91500846,-2.754773545,3.254894744,261.9808313843775,1449.19992769166,1430.4994400211529,1188.6310835384486,6575.153117934183,-0.7437432160619065,8.738548824445871,0.8787676537838814,-0.22798195370331975
31.39755727,14.05761255,79.34347316,4.711316369,62.04400187,1.813280407,1.969857611,441.37469511809576,2491.191242541808,1115.3798040546042,872.1905393399355,4922.786597111335,8.542937663086082,-21.679143797957995,9.280622407303534,-22.624601443193818
41.43532327,22.18734012,39.32410875,0.266896418,62.4527282,16.37280527,10.60714023,919.3396103736407,1629.4071583608857,872.4973757521182,1385.6599219953155,2455.897875470992,4.369843079174523,12.951167534344005,2.8310077326106966,2.9150557606584107
8.111023406,32.74507525,91.02269,8.56034232,34.24576769,3.824502039,2.287618505,265.59607178398124,738.287169067082,2980.5448335074225,1121.3802400030686,3117.141896258886,32.73904665737799,-120.25812390073293,19.582797500366635,44.14486403075645
34.64337348,11.42573446,85.98632678,0.306246071,109.6413127,14.61005434,4.372480639,395.8259861810861,2978.856432812866,982.4569369790668,1252.7325247560257,9427.653742410364,4.474271738721498,15.715089928056077,1.3390550162173194,4.068692004502931
25.2812837,15.8864048,45.51688792,-0.015119499,93.03615339,18.4698387,6.030537304,401.62870672184175,1150.725356646623,723.09970673335,1478.0099937884322,4234.716166360558,-0.2792547077548113,-0.879219112463941,-0.0911787027372907,-0.18207015634231397
29.74938381,10.47918135,66.11419135,0.664613253,72.75166936,4.635645878,1.460145476,311.7491879957439,1966.856453758932,692.8226009652512,762.3779367386783,4809.917789098971,3.080911686733621,13.972202054867516,0.9704320346575934,-0.6666212722827527
39.92028521,20.01320847,59.67863265,-0.081133999,58.16307259,4.961847217,2.179071407,798.9329900895877,2382.388036330818,1194.3609164289985,1164.0296969994126,3471.0926428938938,-0.40257450714223075,0.005908257156231021,-0.1767967773564666,-0.2697213071000789
43.8068238,13.47603821,38.81877912,0.029040888,71.24182041,21.16236223,14.82219105,590.3424313875373,1700.527417040959,523.1233506866702,960.057493995118,2765.5204906024983,0.6145737913368602,1.4152959993389351,0.43044959019765244,0.7429556298936629
32.06044433,16.91357846,35.8983343,0.222691684,94.04467823,29.32518582,11.30676284,542.2568406379172,1150.9165483648796,607.1692937663593,1590.632043988559,3376.0472982364727,6.530475013868721,16.918489892849827,2.5179220574282226,7.404502301027796
38.49845627,20.85424544,67.39320555,-0.160351422,71.98646212,1.551101032,8.192750128,802.8562561156868,2594.5343767617965,1405.4344495280702,1501.2233494077427,4851.398438470449,-0.2487212561468675,-4.945834671248084,-1.313719133115482,-2.1079441202311475
48.95409604,12.83323742,58.32962384,0.43297399,103.9263186,28.06722047,10.73419849,628.2395371628019,2855.4740074404335,748.557911358012,1333.711120780362,6061.983071013995,12.152376435105573,33.92710600844451,4.647628749667275,15.125505893528931
42.58978724,17.76598099,43.54595229,0.187070355,72.11966138,8.885902733,6.601939257,756.6493504739846,1854.612843194291,773.6365605755869,1281.276533082317,3140.5193336244356,1.6622889787577801,6.19854964893459,1.2350271204954262,2.3894991263946013
17.94900084,17.41030645,60.81542132,-0.080395885,77.5046899,5.919305479,8.107611591,312.4976050957074,1091.576048357634,1058.8151220670636,1349.38040247122,4713.480370544448,-0.47588780256955393,-3.3243165551415865,-0.651818609094703,-1.4056564124165682
37.2228329,14.81640625,22.29724944,-0.033666293,105.3739505,26.4533616,1.954297671,551.5086140222656,829.9667900347387,330.36510596062504,1561.2632587753908,2349.549258776713,-0.8905866224605489,-2.5975022854997643,-0.0657939580011036,-0.9605892697018503
38.751072,18.87537671,33.22253701,0.314652762,97.61355591,21.98414986,3.93954922,731.4410819163331,1287.408923697175,627.0879013256672,1842.492639803897,3242.9699738976797,6.917373473670913,23.078438101816594,1.2395900431079456,5.987997845442465
27.44106975,12.08544128,103.1510013,-0.118542996,99.57975738,10.80064616,5.982924426,331.6374371240093,2830.573821455641,1246.6253691843538,1203.4653104926367,10271.751682958065,-1.2803409545422952,-7.344289081495955,-0.7092337862996203,-1.287901667131794
39.06445049,15.71876308,50.99500696,0.274805488,95.27179827,22.07079475,7.465817961,614.0448421026999,1992.0919246261253,801.578432667191,1497.554825211684,4858.386015870366,6.065175521821588,14.90156379585721,2.05164774809177,6.8197070925380885
27.59402684,18.34234818,34.18458182,0.169289413,80.01258743,18.98474968,14.24677024,506.1392479875451,943.290268255256,627.025502130138,1467.618737423751,2735.196841630738,3.213917129279138,20.153941573528858,2.411827371075469,4.991997212811699
23.26557624,10.51322748,88.2402055,0.045162343,73.77125765,28.76017658,5.045600451,244.59629546440308,2052.9592284935175,927.6893533034471,775.5740131601401,6509.590935029447,1.298876959446527,4.088070912888613,0.22787113820901672,1.5904954425130806
32.20378375,14.40568509,55.25629371,0.283795234,97.5569911,6.188689311,1.73540523,463.9175674089593,1779.4617334633251,796.0047664268078,1405.3752921145328,5390.637753685456,1.756320531168544,8.87235659578033,0.49249973333267383,5.56633501530088
36.12894058,18.57556839,51.67866475,0.31338164,61.20071539,34.93125212,5.874256767,671.1156066020362,1867.0954080064905,959.9605713675073,1136.8380742438706,3162.7712530999756,10.946813076619078,34.1064026974957,1.8408842194235582,9.855032295289668
20.07051784,15.47890968,38.70177692,0.265928909,90.5387157,6.703164827,1.964818562,310.6697328761887,776.7647041125603,599.0613094001885,1401.4406028634978,3504.0091776447016,1.7825653092912837,6.996298182913651,0.5225020565756089,0.817831311314334
28.26603257,7.746340809,40.02287822,2.229361885,54.37962057,17.4814066,1.921907731,218.95832160551416,1131.2879793116638,310.0308548492233,421.24307399932684,2176.4289317229172,38.97238157022744,59.13349949370901,4.284627841978232,26.071656995295946
23.00103207,15.09572511,89.91832722,0.821913074,85.24677712,6.01136674,0.088733235,347.2172573750143,2068.214328067974,1357.3823500641504,1286.8619139169575,7665.2475995265695,4.940820916214759,6.547755076712601,0.07293100594481439,5.393236308658333
31.43976784,10.31367307,44.25029217,-0.187542987,71.02130966,19.44849141,2.873418964,324.25948689846007,1391.2189126769697,456.3830466933609,732.4905688364729,3142.7137027510435,-3.6474281716752412,-2.9506597700045343,-0.5388895754110055,-3.107821563912211
34.24864542,21.57818788,104.3712335,5.589108233,18.3717835,3.16044988,0.274360582,739.0237055082616,3574.573368189526,2252.14208573035,396.429796053684,1917.4857054899471,17.66409644429186,37.804960773765956,1.5334309876668717,3.352402455914015
18.08815513,10.18279441,82.97099448,0.143380814,78.82462653,9.894159097,4.657298513,184.1879649449768,1500.7922194446137,844.8765787830848,802.6549664000217,6540.157652708692,1.4186325851733648,5.1082922885143,0.6677672518349296,2.4170261524332215
23.91644933,11.33802892,68.62241092,-0.141980477,47.66147872,0.038489922,4.218095218,271.1653941672546,1641.2044136706184,778.0428795710836,540.3872240973245,3270.645577778675,-0.005464817485252794,-1.816237601954614,-0.598887171083059,-1.883144494714337
33.45347488,21.57542086,100.2723646,4.126488071,27.22350086,4.22257395,1.343236845,721.7727997654381,3354.4590303043015,2163.4184668723656,587.358488337072,2729.7648039223336,17.42440103359035,55.25326889414477,5.542850817420176,38.15547637491128
18.89476311,17.09952143,53.03999036,-0.208773298,120.5750385,10.39275552,3.426693288,323.0914067142184,1002.1780532088835,906.9584518078134,2061.775454753825,6395.298879696629,-2.1697298452181046,-6.065395563960489,-0.7154020589702238,-2.701237020293255
35.73955177,24.79260241,64.46663876,0.440593457,54.96012966,-0.944935714,0.082464485,886.0764973452217,2304.0087734009085,1598.2957434857753,1362.6046430624285,3543.0948249939815,-0.4163324928740233,4.53631847529562,0.03633331252587465,0.17681397247699837
21.9432197,11.15517632,50.66936682,0.409677465,112.0535819,1.051086976,2.334698897,244.78048478199753,1111.8490481911504,565.2257208998577,1249.9774633820607,5677.684044786012,0.4306066478221958,11.411904447451443,0.9564735256612561,3.299583715766227
10.69828863,20.14303414,61.19862614,0.015285374,94.25913183,-2.226956356,0.429390692,215.49599311366384,654.7205662051829,1232.7260156591165,1898.6649104584508,5768.529369145144,-0.034039860783137144,0.0750410108053867,0.006563397319338808,0.1295090595469992
37.33970265,16.20599359,52.93781537,1.91291962,38.31236995,-1.201161889,-1.625459988,605.126981798406,1976.6822848563997,857.9098965548235,620.8900218274085,2028.173166800236,-2.297726144264362,12.803585601816325,-3.109374302570165,6.837631956636391
15.56458974,10.15169986,95.99397088,1.706247686,28.53217711,-4.114930404,-1.112841107,158.00704348451546,1494.106774260707,974.5019807433403,289.65009837308224,2738.9169786403427,-7.021090479876045,12.43362052651939,-1.8987825637044282,-4.844784498271744
28.08691,20.52684812,78.55972958,0.000308492,76.50833642,-2.569310156,2.447566583,576.5357357301092,2206.500054337798,1612.5836374369312,1570.4750016072046,6010.474219770866,-0.000792611628644752,0.00680212886500004,0.0007550547103228359,-0.000339415022444092
