Temperature,Ws,RH,Rain,FFMC,DMC,ISI,Temperature Ws,Temperature RH,Temperature FFMC,Ws RH,Ws FFMC,RH FFMC,Rain DC,Rain ISI
48.03877684,16.67546468,63.13301955,-0.333441483,104.399432,48.92213718,9.74709476,801.068926465822,3032.833037397807,5015.221016070755,1052.7724376477745,1740.909040928062,6591.051381464896,-48.195341692009045,-3.2500857317159286
48.37871803,10.6281477,34.04015721,0.279182938,105.5667892,55.57702148,12.71295803,514.176160759493,1646.8191673594613,5107.185928039249,361.78381855909987,1121.9794278323648,3593.51010052293,36.752550615028305,3.549240973486092
36.27292072,15.28605234,39.08129167,-0.02928973,94.04675858,5.787654218,2.165654841,554.4697646505905,1417.5925943811064,3411.35061794532,597.398669982426,1437.603674061224,3675.468802683055,-0.645260249192188,-0.06343144556608292
29.11315562,11.77654218,57.45644085,0.29286771,60.32826482,7.216267354,2.831561402,342.85230515183406,1672.738303837375,1756.3461619892314,676.6381991827001,710.4583552989401,3466.247379213466,1.1610763578573373,0.8292729035281294
18.48015762,24.74421204,55.98854285,0.693587654,44.94724465,-1.130756542,0.028060133,457.27693868190175,1034.677096782124,830.6321657167018,1385.392376091026,1112.1841522333557,2516.5307330759583,3.5416827968253632,0.019462161818397983
37.72672637,17.74184078,46.61794449,-0.19682441,107.5055476,27.05529963,6.392601332,669.3415724071674,1758.7424357060793,4055.8323775622102,827.0881486324583,1907.346308485911,5011.687650383853,-25.436496675770098,-1.258219985536114
30.64987609,24.94393089,52.63036173,0.096015275,69.65544265,14.04603885,1.770764447,764.5283909760234,1613.114065596378,2134.9306862166013,1312.808105708821,1737.4805475739583,3665.9911431327696,10.426766690700351,0.1700204353389279
28.31017864,26.29789693,45.76626159,0.30881585,123.3793696,15.23531611,14.49049831,744.4981599446076,1295.6510412978705,3492.8919938665854,1203.556430165238,3244.6179450291756,5646.612503922894,7.049474687821251,4.474895552526213
30.29255139,22.77334739,98.59930525,2.869738336,40.82129834,-3.433916755,-0.829962879,689.8627961338974,2986.8245213039218,1236.5812777709716,2245.436230870901,929.6376080076503,4024.951655726978,-3.5350992995855464,-2.3817762913232294
41.49119401,18.1636023,63.02390179,2.883548993,104.3684539,1.186945922,1.179531106,753.6295469497823,2614.9369364360764,4330.371769288641,1144.741087507818,1895.7070893054843,6577.707188567742,90.3526828771596,3.401235732918476
33.50780847,14.87019033,52.54026172,0.256924096,107.4903212,45.08369502,20.01617538,498.2674894900861,1760.5090266774328,3601.7650951483806,781.2836917644131,1598.401534876834,5647.569608214864,22.296900338754686,5.142637764883956
41.03545277,7.201842449,79.25624442,3.127564491,89.0534022,5.778180319,2.745208031,295.53086567292064,3252.3158746244862,3654.346679985914,570.7909854122754,641.3485721918299,7058.038211195765,-2.5173717328918266,8.585815158163628
25.75300031,12.15205057,47.92744826,2.189832178,49.40703031,6.342825159,3.795017738,312.9517620963457,1234.275589897289,1272.3792668896094,582.4167749465785,600.3967308406428,2367.952888862777,35.661693463144154,8.310451958753173
17.52590661,6.639786207,38.68721588,-0.006490026,69.19287067,16.24954247,0.843763693,116.36827297424813,678.028532513789,1212.6677894402283,256.87484238725534,459.4258682974009,2676.8795249672103,-0.5301143127554115,-0.0054760483054260185
47.66556018,13.76678616,44.8849295,0.146697718,85.49571346,9.955789267,10.07427575,656.2015741946711,2139.4653082573072,4075.2010750596664,617.9212262331757,1177.001204800454,3837.469071204301,2.8967063380216884,1.4778732630277385
19.77931053,20.98970825,51.60836156,0.139531799,115.7277981,9.101476409,6.924154608,415.1619574108529,1020.7778092397552,2289.016055573044,1083.244452404915,2429.092718533904,5972.522046887481,7.16143975456701,0.96613974900838
19.76992435,17.23042564,42.74851945,4.119251077,78.57673182,8.209283136,2.047726624,340.64421142110035,845.1349956010037,1553.456043751638,736.5751856033188,1353.9105346587319,3359.038948524704,33.72120224840034,8.435100101313575
25.76407012,18.49768005,41.11866765,-0.204215129,97.16311806,39.31760912,14.15645781,476.5755258655251,1059.3842365755756,2503.317386775678,760.5999582719853,1797.2922705342567,3995.2179593468527,-15.690583839814943,-2.890962857852207
30.25899531,22.20106978,38.95019782,-0.066227636,87.83201186,15.38886081,7.094734189,671.7820663500028,1178.5938531589522,2657.708434939604,864.7360597466239,1949.9646242216475,3421.074236875586,-3.3591116850658858,-0.4698674733858473
43.19794604,16.38860094,76.3252311,-0.214526003,117.4692985,2.906440904,4.607812417,707.9538990772132,3297.0932145483293,5074.432417959652,1250.863754151177,1925.1574558182406,8965.871355167383,-9.056573738936994,-0.9884955803927792
45.67625546,10.18189088,23.01117646,-0.331863385,86.812962,26.85499165,18.27767705,465.07064890072417,1051.0643744220986,3965.2910295512725,234.29728773614468,883.9201060535864,1997.6683875972747,-20.812013189352005,-6.065691775749815
38.42011668,17.9588053,53.81158334,-0.219345653,57.01556566,21.27355643,10.24050331,689.9793950594025,2067.447310658344,2190.544685233401,966.3917480877838,1023.9314427573061,3068.097863190332,-5.493130457035542,-2.2462098855806114
19.03884212,17.48223285,67.33685096,2.273605023,34.22298254,1.767097077,-1.86906464,332.84147113622765,1282.0156742854106,651.5659614545766,1177.198507868466,598.2941495857643,2304.4678747026624,9.800783771027398,-4.249514753815687
41.5516381,11.68428119,88.64537421,-0.321330943,65.01249831,15.73426215,8.489624862,485.50102346551733,3683.360508412993,2701.3758017539812,1035.7574784624142,759.6243111184398,5763.0572410169425,-21.828504512678517,-2.7279791626227046
32.76229548,21.65393227,84.32268549,-0.213252531,67.29427025,33.59919904,10.44029901,709.432527333647,2762.6047376904885,2204.7147660414735,1825.9177204249715,1457.1855701525758,5674.433585569814,-35.388236338380054,-2.2264201882792944
46.12288584,6.806558832,37.54507379,0.224891844,65.04319758,8.187519022,1.760069834,313.93813597157975,1731.687152270546,2999.9799766509045,255.5527536034162,442.72035094967003,2442.051652678649,5.153505538371396,0.39582535053703394
19.86655029,13.66852581,25.30801579,0.149778606,113.874283,18.89172402,11.26731773,271.546455394528,502.78296843214906,2262.289169957192,345.9232670255025,1556.4935762807443,2881.9321522389287,5.302428248810876,1.6876031429584846
19.49948188,23.40129245,61.2822834,1.193911555,82.34366167,5.452802623,0.405849007,456.3130780973558,1194.9727747233248,1605.6587386670158,1434.0846358471802,1926.9481081435254,5046.207610654657,12.956811729039773,0.4845478190425758
37.86045736,11.93676603,41.56990965,0.188090022,123.8753414,17.94251211,9.869170846,451.9314212951114,1573.8557917628775,4689.9770810301425,496.2102853802892,1478.6709671781725,5149.486749860905,12.818183867086422,1.8562925615458985
43.99326967,16.59430044,33.65956258,0.346732593,109.3158436,4.708051451,5.253487464,730.0375342419196,1480.7942135561807,4809.1613866983425,558.5568941315016,1814.0199515504512,3679.5234786396923,5.390386979719392,1.821555330685714
39.90487687,11.4462557,62.44934288,0.033836175,91.19622722,34.72230341,9.831573032,456.7614243310357,2492.0333382388117,3639.1742182226426,714.8111469014544,1043.85533563542,5695.144463024169,4.829409342905626,0.3326628256360326
24.84793583,17.92402451,99.91000024,3.958665539,26.14898611,5.179630349,-0.755090313,445.37501083982715,2482.5572747388046,649.7483288808413,1790.7892930958658,468.6950679472895,2612.5452085258567,-5.51358415080008,-2.9891500009058234
27.82038505,17.74920126,53.97459523,0.540325841,52.77187429,10.06711842,0.694802616,493.78961338314514,1501.5940222164932,1468.1338625579954,958.0059536643059,936.6586176406296,2848.3405543311937,35.69820013072377,0.3754198078192001
16.60204502,16.64106757,55.32849845,0.61967771,83.54738951,4.802457013,-0.969038036,276.275752978002,918.5662221559,1387.0575219484956,920.7252812530903,1390.3177541330192,4622.551611005581,1.7901841212231635,-0.6004912710513777
38.40078011,7.847418728,63.06244737,0.239485706,77.47821324,14.23513204,6.553017551,301.3470010050239,2421.6471746538177,2975.223829944931,494.87743052485234,608.0039815915536,4885.965744769137,5.161220311264362,1.569354034631626
27.02545093,20.60729043,58.74718793,0.317604049,73.4648125,14.01041058,18.36035814,556.9213163162236,1587.6692446777035,1985.4196853004005,1210.6203636193004,1513.9107275729941,4315.851146179713,13.89228708664988,5.831324086354108
33.29826959,20.46426905,79.55832859,17.01937318,47.24290462,6.039570477,0.035798362,681.4247477891931,2649.1546735196243,1573.1069742514162,1628.103041434067,966.7915108471678,3758.566529303989,-192.2854454433481,0.6092656821107311
42.47803908,22.12491057,87.12039694,-0.169398633,53.65891489,18.87668425,2.802498148,939.8228158339651,3700.703625882433,2279.325483687814,1927.530991120402,1187.1986932244913,4674.785964586476,-10.4033264779138,-0.4747393552562317
20.60760647,12.53748258,30.73393761,1.75198099,68.37775963,9.148821213,4.246363642,258.3675071331203,633.3528915404124,1409.101961755293,385.3262074001819,857.2849702205523,2101.5177983799967,-13.382554039538338,7.439548377411167
23.25325273,9.81387056,21.33265264,-0.199619621,55.80763741,15.38431716,6.760223514,228.20441239118662,496.05356323922166,1297.7090969589326,209.35589171040226,547.6889298011537,1190.5249435265991,-7.982000307978943,-1.3494732557399682
15.2586647,10.96869591,57.08427907,1.397912857,33.11440421,3.389993973,1.338736575,167.36765308695138,871.0298739703579,505.28159058065836,626.1400983604076,363.2218300203137,1890.3118911604226,-19.255673189787544,1.8714370703286447
46.45563602,22.04419037,83.10480297,-0.050420774,83.10971411,7.949741211,3.775574386,1024.0768841843092,3860.686478288135,3860.914628420418,1831.9780973320212,1832.086359437115,6906.816416004578,-2.2063516859729013,-0.19036738283669477
40.90260761,20.31595843,68.45034815,0.147903473,45.5628016,8.227194333,3.455350319,830.9756758833615,2799.797731147339,1863.63739545708,1390.6344275344272,925.6519832599374,3118.789632209377,3.0435142103955632,0.5110583126117579
36.84745214,20.78385162,68.67870932,-0.175289544,115.1965852,30.01422498,7.379734367,765.8319778528115,2530.6354547056717,4244.700659848432,1427.408103959991,2394.228733927488,7911.552789607414,-12.722223607525699,-1.2935902720325587
38.55963944,18.01687786,77.52092201,0.211325966,106.6578984,17.4761027,5.666681299,694.7243141161188,2989.17880176196,4112.690105732152,1396.684983448756,1921.6423282770895,8268.218623616904,19.429218663653625,1.19751689952531
46.23650766,6.8082011,18.79170768,0.292327837,118.2110424,21.32447777,10.1688083,314.78744231097045,868.8629360908008,5465.665767424185,127.93772489785444,804.8045488998266,2221.387353328885,15.343222699322816,2.972625735206647
25.51850301,13.97024164,58.75992081,0.048944073,63.00807189,9.75227371,7.631989085,356.49965334076734,1499.4652160573467,1607.8716721792614,820.8902924629645,880.2379895737914,3702.3493146471865,2.8996056923747813,0.3735406309114432
39.81904376,13.08613718,68.07151464,-0.311420335,54.82063555,15.21004447,6.138732973,521.0774690197829,2710.542620259641,2182.9052859164617,890.7931786294183,717.3903571020847,3731.7236954159293,-3.6700562633743634,-1.9117262789272058
48.27828057,10.63656442,48.0184168,0.541182551,72.01258569,13.04195508,5.578373331,513.5150413696392,2318.2465987976016,3476.6438165129866,510.7509836396102,765.9665067424551,3457.930354508135,44.37295795857929,3.0189183097009473
53.22628802,15.2670874,16.04033245,-0.206301356,74.02767029,25.89397473,15.60048284,812.6103911789129,853.7673549202523,3940.218100305137,244.88915743920614,1130.1869123358133,1187.428441950588,-11.343696558492027,-3.2184007641467307
20.01420979,13.03731989,75.32458298,0.697421231,48.35816267,2.000958285,2.325197974,260.9316553777997,1507.5620061059833,967.8504127363265,982.0306838911094,630.4608360214464,3642.5584367967535,10.819949360496627,1.621642433345786
23.39114586,12.74727917,35.85831238,0.305203476,106.5968225,13.48529667,9.971017288,298.17346638360976,838.7670151740239,2493.42182331003,457.09591847292717,1358.8194550424373,3822.3821599204125,6.761578353537133,3.043189135553693
44.79896642,6.097597734,24.48481169,0.310086334,103.6973307,25.18507025,11.13248609,273.1660761281341,1096.8942567003335,4645.533235872935,149.2985322783607,632.3046086981686,2539.009614945156,15.30761491003805,3.4520317999540944
35.61090733,16.70167783,82.31958902,0.203552841,33.75418416,6.319106728,0.552404597,594.7619014596456,2931.4752560349057,1202.0171241215141,1374.8752549100454,563.7515092548092,2778.630567756594,-0.047977707917433096,0.11244352510081009
28.33128887,9.334307281,63.45012295,0.127537863,109.497883,7.903846273,5.490176942,264.45295597935524,1797.6237621334667,3102.2161539264625,592.2629446325302,1022.086886540986,6947.654139114715,6.360724948090094,0.7002054346745549
25.42705255,9.172788936,33.5374442,0.441210285,50.50523998,37.12933945,2.496922901,233.23698630573057,852.7583560660928,1284.199391021821,307.6318970994774,463.27390649856886,1693.8166676368592,79.65281845497114,1.1016680647732366
48.33468721,15.20833095,59.84688564,-0.036876392,102.0118689,39.84299438,6.733389095,735.0899194544121,2892.6804979020408,4930.711774989027,910.1712431399227,1551.4302630592124,6105.092651980973,-6.319129826603849,-0.24830309575574525
42.5028866,16.77567373,65.88789024,0.164612482,111.3905948,38.61716393,4.888092802,713.014558184789,2800.4255271839666,4734.42181909095,1105.3137494242915,1868.6522749554347,7339.291283950715,16.29986757955098,0.8046410883835546
25.79239307,15.43500635,69.83298874,-0.141123198,92.1839249,7.989689034,5.051521899,398.105750817146,1801.159894834964,2377.6440257561603,1077.8726246413785,1422.859466199423,6437.478989550706,-6.147005511698757,-0.712886925153913
23.08087474,8.326754268,68.48457999,0.638636337,67.30097731,3.90710978,-0.422137843,192.1887722504684,1580.6840123707004,1553.3654271716919,570.25426872392,560.3987000566136,4609.07916399187,14.130565080298844,-0.2695925657626011
39.98210218,8.136459173,42.45866596,-0.081727257,67.33989876,33.23758699,16.37905211,325.3127420382843,1697.5867208392076,2692.390713013175,345.46320212358484,547.9083369746934,2859.1622672310577,-8.083782217155935,-1.3386150012103621
26.18364448,12.08681653,37.35379396,0.074169064,70.07239284,14.12602629,13.01945324,316.4769069165073,978.0584610278113,1834.7506219854579,451.48845429394214,846.9521560751657,2617.4697244295394,1.7851590006673506,0.9656406606025675
25.67956407,17.14987784,79.15398434,0.170230769,102.8476543,7.265853018,8.81488123,440.4013867849532,2032.6398122548067,2641.082928046061,1357.4811619802729,1763.8247073755506,8140.801617867934,6.280861279690887,1.5005640104265658
22.32176472,18.67542582,64.02841255,-0.128378571,77.25940264,2.924709395,2.287723455,416.86846119985313,1429.2271603361953,1724.566208137827,1195.757868949882,1442.8522429008324,4946.7969056004795,-1.41691728961799,-0.2936946679960828
38.55448653,18.3299761,77.57662837,0.796217249,57.2048341,20.89962949,1.018233219,706.7028166426719,2990.9270735339805,2205.5030057593344,1421.9777439406819,1048.563241857465,4437.758155943203,49.38287334572078,0.8107348524725946
23.82709601,20.43469995,48.55601449,0.231647218,54.97144016,22.22290582,8.971714207,486.8995576441922,1156.9488191161813,1309.8097825002899,992.2275868710022,1123.32488548898,2669.194044945128,7.745069296017787,2.078272636742626
18.95239873,12.29253575,43.85586457,-0.340305627,73.06375172,-2.371082502,0.487245655,232.9730389367796,831.17383197952,1384.7333553071633,539.0997830738834,898.138780047224,3204.2740004084244,-9.713538455539426,-0.1658124381278007
45.52538181,21.80354826,51.86786709,0.204819671,51.03952152,26.88670105,5.240698553,992.6148593492611,2361.3044529425833,2323.5937045977116,1130.9035432400806,1112.8426706286286,2647.3111185365547,16.29387587028117,1.073398153435636
33.19841606,8.286328082,63.69787084,0.046959466,94.36899514,25.00857367,5.783078758,275.0929672758978,2114.6684182824615,3132.9011638218376,527.821455905101,781.9724544987035,6011.104063728308,3.948574460033971,0.2715702903116232
19.92959476,19.41075937,56.26391967,-0.148857459,85.60360894,13.42239228,5.232250615,386.8485682279729,1121.317118632293,1706.0452361677133,1092.12540592738,1661.631054337921,4816.394576862254,-4.186586719875599,-0.7788595314000872
51.37906053,9.437844302,20.61660505,0.592745783,98.08873041,8.611568518,5.286822074,484.9075736651736,1059.2617987870535,5039.706817046242,194.57630849772693,925.7461653904326,2022.2566147188945,8.304656506135455,3.133741489834814
39.9691355,13.45124476,48.58127018,0.301313103,84.4565149,-2.692819424,1.913242202,537.634624456105,1941.7513705865292,3375.653887895869,653.4785559428692,1136.045253496487,4103.004768818096,-2.5279658025416736,0.5764849446751729
23.56922358,15.75412814,69.03350368,-0.141196697,55.85800698,22.70917887,0.301914724,371.31256843962956,1627.0660827446727,1316.5298552448205,1087.5626629278815,879.9941996079344,3856.0739304112954,-14.259111618569355,-0.04262936180446664
44.06771438,21.51138182,50.90974319,-0.214903424,78.80430949,14.30973974,10.44398479,947.9574299628846,2243.47602205607,3472.7258025184433,1095.1389241182349,1695.1895905008394,4011.9071584011795,-18.073808902087112,-2.244448091574921
38.80871021,18.7868011,66.25240652,-0.217015345,79.13762808,3.403384337,1.21222731,729.0915196628093,2571.1704453497946,3071.2292748634786,1244.6707836875833,1486.742878264735,5243.058306584727,-1.6493826215747827,-0.26307192789807193
39.94390445,15.85467228,59.11505015,0.199467341,117.2602967,39.50755178,3.667236383,633.2975146383836,2361.2859147485583,4683.83408716345,937.2497469440149,1859.1235756340654,6931.84832002438,40.18609177593053,0.7314938901354676
31.02760453,14.89646414,111.5943646,-0.301859418,70.66158102,12.17478232,1.084014183,462.2015982312466,3462.505812585432,2192.4595913531143,1662.3614504899856,1052.6077077401346,7885.43423555832,-10.330265977918822,-0.3272198903841255
25.37275583,12.80871322,47.94501984,0.165783838,46.69285782,16.29540918,1.101061259,324.99235302755307,1216.4972816648256,1184.726480471766,614.1140094577703,598.0754252386143,2238.6899945661994,12.956691733052596,0.18253816139013201
14.94335784,20.82947385,78.77242711,1.23895477,25.01241564,7.22765791,2.57714859,311.26228135947247,1177.1245662300469,373.7694773513326,1640.7882105887759,520.9954574987111,1970.288687846924,-15.61349843888815,3.192970538579275
26.74242218,13.32702646,103.9201238,-0.254259295,65.9851755,-2.474511699,0.45684457,356.3969679973509,2779.0758236574657,1764.6034208423923,1384.9462396090757,879.3861798562438,6857.187606924726,0.2921705557341131,-0.11615697829277814
28.7840444,21.0068527,56.02125388,0.446333074,58.3850144,7.62416391,1.522028196,604.6621808210599,1612.5182590255922,1680.5568467842395,1176.8302283264636,1226.4853973881789,3270.8017144898563,35.639425655127056,0.6793315234353545
33.93725775,17.0354972,32.15086105,0.169666652,92.2427859,21.10361929,13.6549725,578.1380593758032,1091.1120583382858,3130.467200666366,547.7059033948641,1571.4017209196493,2965.6849923357995,4.351893727121499,2.31679346722707
37.36732982,12.8607674,42.92033698,0.70491849,106.8457442,23.72090486,0.563061234,480.5725371741039,1603.818387917203,3992.5401633847523,551.9884706293985,1374.118263836099,4585.85534594288,113.06447853573844,0.3969122748488166
37.1238267,18.28232491,67.37767891,0.275592636,47.2023843,14.09132269,-0.6631938,678.7098616319331,2501.317275303085,1752.333134580001,1231.8206175142745,862.9693262992829,3180.387093151825,21.509872004540128,-0.1827713275208568
32.17930086,8.934395164,81.5984303,1.714780502,94.10201692,7.190432105,-0.000686877,287.502589984485,2625.78043832744,3028.1371140014903,729.032621062311,840.7446048926942,7678.5768687360405,17.24181710651873,-0.001177843286872254
35.30268406,7.639001035,64.65121131,0.1872797,106.955146,19.59931746,8.445741178,269.67724007261796,2282.3612869732283,3775.803727829172,493.87067011109366,817.030470992576,6914.779744737901,4.850826218917087,1.5817158740934867
48.23864858,10.49842364,85.1979148,0.208164462,42.96823316,3.18795972,2.761856839,506.42976861392447,4109.832271785982,2072.7294995087427,894.443802815026,451.0987147759759,3660.8038678722146,-0.669540934336264,0.5749204430114556
27.12742646,6.016706938,85.21497465,0.262538979,79.11430917,6.667645643,3.353435712,163.21777499196676,2311.662958108639,2146.1676039428785,512.7135291981491,476.007612878216,6741.723850373813,6.412848971099502,0.880407587970618
48.27490384,17.46675762,38.37763912,-0.041450799,88.08738285,7.487960384,3.054737717,843.2060445020873,1852.676838124222,4252.409936601015,670.33292053687,1538.6009656210947,3380.5857900425767,-1.6565475190121162,-0.1266213191050859
21.65946215,17.81723274,48.62405999,1.028951055,43.61979531,9.51881082,2.810834508,385.9116781497708,1053.1709869327344,944.7813055076925,866.3461936055521,777.1840451094305,2120.9715439049605,10.583471124164486,2.8922111324370063
34.91226452,13.86038947,26.70493137,-0.099187843,73.58499669,17.36298814,8.791770582,483.8975835268626,932.329627977886,2569.018869144604,370.14074955782064,1019.9167132720607,1965.0822864681272,-9.607827211403306,-0.8720367601794345
22.30677348,16.88305223,91.33529952,0.107732868,64.76126273,36.2078154,4.709928887,376.6064217456189,2037.395837120593,1444.6148179968764,1542.018632238854,1093.3677811513423,5914.989328737963,14.323613499649708,0.5074141470725579
42.27652788,23.46464723,56.80127276,0.285093662,120.256241,13.6778664,11.16441778,992.0038128134598,2401.3605914576247,5084.016325380499,1332.8218275284087,2821.7702722708627,6830.707546133296,36.268247999815294,3.182904748998111
24.84715801,21.54090135,102.6450555,0.086958986,106.3259904,20.82553221,5.833263868,535.2301795212722,2550.4379129537197,2641.8986840385433,2211.0670145907748,2290.3576701474467,10913.837185700466,10.962714089637648,0.5072547110317179
43.49486935,14.59875999,78.40799377,0.282212914,91.15870061,8.208451971,4.43020387,634.9711584370573,3410.345445021764,3964.9357731477153,1144.6594823456453,1330.8039912056565,7147.570829510175,9.560060618223618,1.250260743766777
43.49685907,14.46095239,45.94904802,0.240897227,77.44048997,7.311838989,-0.170655529,629.0060081258097,1998.6392661266025,3368.4180785368385,664.4669957830437,1119.8632385144424,3558.3167923238584,2.6903958302159916,-0.04111044370831808
40.59221749,16.3119277,64.25671481,-0.102494832,93.06712306,14.33401256,0.189310505,662.1373168795554,2608.3225427604243,3777.8009004201144,1048.1508862202393,1518.1041826017226,5980.187584653595,-0.6405075770170756,-0.019403348405810157
33.89858939,12.66097664,52.9448991,-0.329786315,66.4443234,15.52498821,3.31025799,429.1892483957418,1794.7573948858806,2252.3688362329685,670.334130712257,841.2500264280054,3517.887998180769,-3.3643884501404084,-1.091677784221407
43.0235388,25.23665704,96.62007784,0.276400536,102.571441,41.7005535,3.94580528,1085.770293342733,4156.93766780826,4412.98637163541,2438.367767626184,2588.5602786155946,9910.460613580966,61.07035583073562,1.09062269434363
44.49197343,8.369915824,37.36762559,-0.032052141,111.0278579,19.5243083,7.953178002,372.3940724527445,1662.5594048924684,4939.848503676616,312.76388073104835,929.2938247420334,4148.847424066924,-1.0218232028618095,-0.2549163827182023
41.10032289,17.60582209,72.07170061,2.046936278,71.23418819,5.110650462,-0.182702591,723.6049726428947,2962.1701663024096,2927.7481354160245,1268.8815386634044,1254.1364439987192,5133.969084426077,60.165235281676175,-0.3739805616024963
32.95486936,21.77760036,51.73868535,0.32647374,111.4762515,17.0524652,8.895262565,717.677974838089,1705.0416165673955,3673.685304925004,1126.7444127040867,2427.6852547978506,5767.634700355966,25.366378217375267,2.904069637877543
15.41367233,21.51237507,46.52754378,2.366317653,87.62617955,2.97466432,1.754703024,331.58470036904083,717.1603141446496,1350.641219113447,1000.9179728812056,1885.047240430764,4077.030905286766,41.695120906461874,4.1521847414636825
35.01230016,12.13583218,40.21795494,0.185701668,90.39302577,33.9699398,8.748584897,424.90339897754717,1408.1231101806347,3164.867750629855,488.07835177464193,1096.994590987135,3635.4226373081183,34.49235054455238,1.6246268080125081
28.44921251,15.1954436,57.1270108,-0.161957864,71.45073345,57.12862708,11.26703139,432.29840416011945,1625.218470310265,2032.7170999144155,868.0702706479909,1085.7255903181085,4081.766821466071,-38.755005755937304,-1.824784337545351
35.08819215,8.02090107,71.06539242,0.161070284,55.87542905,10.80677335,4.131592735,281.4389179603006,2493.556144448113,1960.567790970092,570.0084821015479,448.1712886538541,3970.8092920741174,3.9275349798832186,0.6654768151987868
43.75949742,14.07289233,69.34596929,0.158599083,114.6376498,6.834787982,5.256931552,615.8226956065728,3034.544764233154,5016.485940657964,975.8983593376565,1613.283302599646,7949.658942508575,2.656960957757086,0.8337445235409668
25.03797731,17.7310729,36.23233927,0.217368429,88.91737759,16.14847285,1.360262715,443.9502009521559,907.1844885304819,2226.3112825631224,642.4382489339027,1576.6005041251165,3221.6845918395748,6.8838230950793005,0.29567816938682473
25.29932292,23.41331332,58.010009,6.179585209,67.95225626,13.34687497,2.466948404,592.3409743098173,1467.6139502831063,1719.1460742643314,1358.20651641302,1590.9874666163114,3941.910997212906,141.71028354540294,15.244717868724557
26.8725676,7.035672438,88.20818459,0.425296346,107.6742262,4.263234843,0.171929458,189.0665832016118,2370.380403268053,2893.482922337191,620.6038931258793,757.5605855583175,9497.748020235014,1.2262050614628464,0.07312097025716047
31.94300595,19.25380322,70.93345704,-0.177495922,117.600954,11.21939672,8.704136109,615.0243508165892,2265.827840282789,3756.5279733476764,1365.7388235624837,2264.265626800272,8341.842218422016,-6.9644158178477005,-1.5449486638804475
21.65580157,11.59977182,17.82662361,0.009147793,56.06114717,17.08484497,6.0743889,251.2023567911978,386.0498235612371,1214.0490789000871,206.78476619702468,650.2965151394387,999.3809697444066,0.5501614088973507,0.05556725225869769
